Subject;TextBody;Complaint
RE: BESTELLING FOOD A269261 AANKOPER FLORIAN BEGHAIN LEVERANCIER LEVA05569 LOC003 FIRMA3Y AGRISTO NV POF6437074 com435.006.105;"Beste Florian, Bedankt voor jouw bericht. In dit geval verkiezen we dan alsnog om een extra order in te steken voor 4 paletten. Ik zal dit intern dan bekijken om het aan voorgaande bestelling ( POF6437074 ) te koppelen. Als u verder vragen heeft, contacteer mij dan graag. Vriendelijke groet, Lowie Demeyere Customer Service Officer Agristo nv P +32 56 14 17 48 --------------- Original Message --------------- From: [florian.beghain@colruyt.be] Sent: 29/05/2024 09:31 To: service@agristo.com Subject: RE: BESTELLING FOOD A269261 AANKOPER FLORIAN BEGHAIN LEVERANCIER LEVA05569 LOC003 FIRMA3Y AGRISTO NV POF6437074 com435.006.105 Beste Lowie, Als ik deze bestelling schrap zal er een direct impact op jullie KPI's hebben zoals deze bestelling vermeld als ""niet geleverd"" zou zijn. Ter info. Toch akkoord om deze te schrappen ? Cordialement, Met vriendelijke groeten,";False
Agristo Scheduled Deliveries - Newark;Hi, All booked on ref 01089265 Kirsty.;False
Overview report;Hello Maitha We don't have any current orders for item AA20247, this was not included in your June order as far as I can see. If you urgently need stock, please let me know how much and I will check what we can do asap. Attached you can find an overview of the orders that are on their way;False
EDI ERROR PO 757728;Hello Eula, Yesterday our system received the EDI for PO 757728 with delivery date 30.12.1899. This causes an error in our system. Could you let me know on what loading date I may enter this order? Thank you and;False
Demande de designFriesy;Bonjour Veuillez trouver en annexe les fichiers pour les Frites Friesy. N'hésitez pas si vous avez besoin d'autres informations. Cordialement Felien Felien Van Haudenhuyze Technical Sales Officer P +32 472 40 47 19 --------------- Original Message --------------- From: Emek Food GROUP [contact@emekgroup.fr] Sent: 28/05/2024 11:27 To: service@agristo.com Cc: shg@emekdistribution.com Subject: Demande de designFriesy Bonjour, Pouvez-vous nous envoyer le design qui est utilisé lors des impressions des sachets de Friesy avec le format et les dimensions prêt à l’impression svp ? Dans l’attente de votre retour. Cordialement. Ce message et toutes pièces jointes sont établis à l'intention exclusive de ses destinataires et sont confidentiels. Si vous n'en êtes pas le destinataire voulu, merci d'en avertir l'expéditeur à son adresse e-mail ou au numéro de téléphone précisés ci-dessus et d'effacer ce courrier électronique de votre système. Toute divulgation, reproduction ou autre diffusion ou utilisation de ce message totale ou partielle est strictement interdite.;False
RE: Eden Farm - DEL 20/05/24;Thanks a lot! Loredana [cid:image466924.png@4EB15197.AFD4D7F0] [Fullers Foods Facebook]<https://www.facebook.com/fullersfoods> [Fullers Foods Instagram]<https://www.instagram.com/fullersfoods/> [Fullers Foods LinkedIn]<https://www.linkedin.com/company/fullers-foods-plc/> Fullers Foods Sales​​​​ Sales [cid:image251192.png@05A5BB5B.E8301A9E] +44 1132 984740<tel:+44%201132%20984740> [cid:image887557.png@93FC9915.7A2CB654] +44 1132 984740<tel:+44%201132%20984740> [cid:image967315.png@2B11700A.21C34395] https://fullersfoods.com<https://fullersfoodsplc.com/> [cid:image186064.png@0BF9B340.471B7AE1] sales@fullersfoods.com<mailto:sales@fullersfoods.com> MY EMAIL ADDRESS HAS CHANGED TO @fullersfoods.com 31 Westgate, Leeds, LS1 2RA, United Kingdom Note: This email has been sent from a member of Fullers Foods International Limited and is confidential and intended solely for the use of the individual to whom it is addressed. It may contain confidential, proprietary, or legally privileged information. No confidentiality or privilege is waived or lost by any mistransmission. If you receive this message in error, please immediately delete it and all copies of it from your system, destroy any hard copies of it and notify the sender. You must not directly, or indirectly, use, disclose, distribute, print, or copy any part of this message if you are not the intended recipient. Fullers Foods International Limited reserves the right to monitor all e-mail communications through its networks. Any views expressed in this message are those of the individual sender, except where the message states otherwise and the sender is authorised to state them to be the views of any such entity. Fullers Foods International Limited, Leigh House, 28-32 St Paul’s Street, Leeds West Yorkshire, LS1 2JT, England. Registered in England & Wales. Company Registration number: 00967673. VAT Registration number: GB 172 0451 92. From: Agristo Service <service@agristo.com> Sent: Wednesday, May 29, 2024 9:26 AM To: Fullers Foods Sales <sales@fullersfoods.com> Subject: RE: Eden Farm - DEL 20/05/24 *** Please note the message below originated on the Internet. Please use caution when replying or opening links or attachments. *** Hi Loredana, We finally received the POD from the haulier. You can find it included.;False
Tariff codes;Hello Indra Please find below our overview: Customer Material Customer TARIFF CODE Product (121097) PREMIA KPC AB (6475) 2004101000 MAO Z06 2,5 1 E72 (305894) (121098) PREMIA KPC AB (6475) 2004101000 MAO Z09 2,5 1 E72 (305896) (NATALI PREMIUM STRAIGT FRIES) PREMIA KPC AB (6475) 2004101000 NTI OAL ,75 1 E63BE (311399) (NATALI PREMIUM CRINCLE FRIES) PREMIA KPC AB (6475) 2004101000 NTI OCR ,75 1 E72NL (311432) (NATALI PREMIUM POTATO WEDGES) PREMIA KPC AB (6475) 2004101000 NTI OJA ,60 1 E72BE (311433);False
HAVITA/ WORLD FOOD BUSINESS - FREE TIME - WEEK 22;Good morning Beatriz Please find below an updated overview of the container that are waiting to be picked up at POD: WORLD FOOD BUSINESS – 437875 // CBE2403367 TCLU1202215 + TCLU1045224 dwelling on terminal for 19 days. WORLD FOOD BUSINESS IMP E EXP LTDA – 451000 // CBE2406157 HLBU9317855 + HLBU9701840 dwelling on terminal for 24 days. WORLD FOOD BUSINESS IMP E EXP LTDA – 437837 // CBE2403359 HLBU9761983 dwelling on terminal for 24 days. WORLD FOOD BUSINESS IMP E EXP – 441810 // CBE2403971 SEGU9093831 dwelling on terminal for 24 days. WORLD FOOD BUSINESS IMP E EXP LTDA – 441802 // CBE2403970 HLBU9972477 dwelling on terminal for 24 days. WORLD FOOD BUSINESS IMP E EXP – 433216 // CBE2403341 HLBU9878516 dwelling on terminal for 24 days. HAVITA IMP E EXP LTDA - RO – 440398 // CBE2403803 HLBU9025982 + HLBU9624039 dwelling on terminal for 25 days. WORLD FOOD BUSINESS IMP E EXP LTDA – 437864 // CBE2403354 HLBU9870618 dwelling on terminal for 26 days. HAVITA IMP E EXP LTDA - RO – 433236 // CBE2403364 HLBU9839063 + HLBU9119124 + HLBU9520190 dwelling on terminal for 38 days. HAVITA IMP E EXP LTDA - RO – 437565 // CBE2403365 HLBU6019712 + HLBU6017828 + HLBU9837158 dwelling on terminal for 38 days. HAVITA IMP E EXP LTDA - RO – 433214 // CBE2403344 HLBU9443386 + HLBU9796845 + HLBU9936382 are dwelling on terminal for 46 days. *urgent* HAVITA IMPORTACAO E EXPORTACAO LTDA – 433221 // CBE2400596 TRIU8076134 + MSCU7311720 + CAIU5465553 are dwelling on terminal for 47 days. HAVITA IMP E EXP LTDA - RO – 433205 // CBE2403342 UACU4763245 + SEGU9112994 + HLBU9363296 + HLBU9107397 are dwelling on terminal for 48 days. Thank you in advance to take urgent action to limit the addtional costs as much as possible.;False
Orders 547.002;Goedemorgen, Zie de bijlages voor juni. Met vriendelijke groeten, Marjolein Abbo Supply Chain Planner;False
AG2579 - SHIPPING REQUEST;Hi Alicea Thank you for your feedback. I have asked Remant to look into this and will come back to you asap.;False
RE: BESTELLING FOOD A269261 AANKOPER FLORIAN BEGHAIN LEVERANCIER LEVA05569 LOC003 FIRMA3Y AGRISTO NV POF6437074 com435.006.105;"Beste Lowie, Als ik deze bestelling schrap zal er een direct impact op jullie KPI's hebben zoals deze bestelling vermeld als ""niet geleverd"" zou zijn. Ter info. Toch akkoord om deze te schrappen ? Cordialement, Met vriendelijke groeten,";False
Commande Fournisseur N° 4768;"Bonjour, Merci pour la commande ! Elle a été enregistrée dans notre système et sera prête à être enlevée à partir du 31/05. Cordialement, Louise Regnier Customer Service Agristo nv P +32 56 54 11 62 --------------- Original Message --------------- From: EMEK Distribution [contact@emekgroup.fr] Sent: 29/05/2024 10:48 To: service@agristo.com; contact@emekgroup.fr Subject: Commande Fournisseur N° 4768 Bonjour, Vous trouverez ci-jointe notre Commande fournisseur N°4768 Merci de nous tenir informer pour la confirmation de la commande ainsi que la date d’enlèvement. Cordialement. Ce message et toutes pièces jointes sont établis à l'intention exclusive de ses destinataires et sont confidentiels. Si vous n'en êtes pas le destinataire voulu, merci d'en avertir l'expéditeur à son adresse e-mail ou au numéro de téléphone précisés ci-dessus et d'effacer ce courrier électronique de votre système. Toute divulgation, reproduction ou autre diffusion ou utilisation de ce message totale ou partielle est strictement interdite.";False
Factuur 90610057;"Hoi Jelle, Nieuwe factuur komt er aan. Thx Bonte Maarten Customer Service Officer Agristo nv P +32 485 134 330 --------------- Original Message --------------- From: Jelle Bruggeman [jelle.bruggeman@mondialfoods.com] Sent: 29/05/2024 08:31 To: service@agristo.com Cc: jurgen.nijboer@mondialfoods.nl; kezban.kisacik@mondialfoods.com Subject: Factuur 90610057 Hoi Maarten, Op bijgaande factuur kloppen de prijzen voor de volgende artikelen niet: 309850 1,45 op de factuur, moet zijn 1,40 311211 1,11 op de factuur, moet zijn 1,10 309972 1,17 op de factuur, moet zijn 1,11 Graag ontvangen we een aangepaste factuur. Alvast bedankt. ​";False
Commande 7697572;Bonjour, Pouvez-vous s'il vous plait décaler la commande 7697572 pour le 01/06? Cordialement.;False
FW: URGENT : PO 757263;;False
GMOU9025536 - INVOICE 90607297;"Thank you 😊 From: Agristo Service <service@agristo.com> Sent: Wednesday, May 29, 2024 11:25 AM To: office@ekosher.eu Cc: KAFUZAN - Mania‏ <mania@kafuzan.co.il>; rabbihadad@ekosher.eu Subject: Re: FW: GMOU9025536 - INVOICE 90607297 Hi Mania, Please find kosher certificate enclosed. Sorry for the delay. This should be ok for future shipments. KR, Sarah [image] Sarah Detailleur Customer Experience Officer Agristo nv P +32 56 54 11 65 M + 0498 74 13 14 --------------- Original Message --------------- From: Agristo Service [service@agristo.com] Sent: 24/05/2024 17:08 To: office@ekosher.eu<mailto:office@ekosher.eu> Cc: rabbihadad@ekosher.eu<mailto:rabbihadad@ekosher.eu>; mania@kafuzan.co.il<mailto:mania@kafuzan.co.il> Subject: Re: FW: GMOU9025536 - INVOICE 90607297 Hi, I was following up on this, because I know it is urgent. New article is registered, together with the template in digital kosher, but there's something wrong with the link between our system and digital kosher. (internally) We are coming back to you on Monday. KR, Sarah [image] Sarah Detailleur Customer Experience Officer Agristo nv P +32 56 54 11 65 --------------- Original Message --------------- From: Sagit Ben Natan [office@ekosher.eu] Sent: 23/05/2024 13:06 To: service@agristo.com<mailto:service@agristo.com> Cc: rabbihadad@ekosher.eu<mailto:rabbihadad@ekosher.eu>; mania@kafuzan.co.il<mailto:mania@kafuzan.co.il> Subject: Re: FW: GMOU9025536 - INVOICE 90607297 Dear Sarah , From what I understood from Mania, the supervision of the rabbi was already completed on May 1st. If that's the case, you can go ahead and send the request for the certificate, and I will approve it. Regarding the technical issue, is it related to the kosher website or something internal?";False
RE: PEDIDOS AGRISTO - JUNIO/ JULIO/ AGOSTO;"Buenos días, Adjunto las confirmaciones. Saludos cordiales, Alexia Lacombe Customer Service Officer Export P +32 56 54 10 44 --------------- Original Message --------------- From: Ana Karina Benites Guillena [ana.benites@spsa.pe] Sent: 29/05/2024 03:42 To: Alexia.Lacombe@agristo.com; Anton.Jongbloet@agristo.com Subject: RE: PEDIDOS AGRISTO - JUNIO/ JULIO/ AGOSTO Hola Alexia Favor de enviarme las proformas a la brevedad. De: Ana Karina Benites Guillena <Ana.Benites@spsa.pe> Enviado: lunes, 27 de mayo de 2024 9:11 Para: Alexia Lacombe <Alexia.Lacombe@agristo.com>; Anton Jongbloet <Anton.Jongbloet@agristo.com> Asunto: RV: PEDIDOS AGRISTO - JUNIO/ JULIO/ AGOSTO Hola Alexia Podemos revisar las proformas 459899 & 459898, la papa recta es de 2.5KG y me sale el monto 0. Por otro lado, @Anton Jongbloet estaba viendo que ha subido los costos? Podemos ver de ajustar un poco la papa con cobertura? De: Agristo Service <service@agristo.com> Enviado: lunes, 27 de mayo de 2024 6:54 Para: Ana Karina Benites Guillena <Ana.Benites@spsa.pe> Cc: Anton.Jongbloet@agristo.com <anton.jongbloet@agristo.com>; Alexia.Lacombe@agristo.com <alexia.lacombe@agristo.com> Asunto: RE: PEDIDOS AGRISTO - JUNIO/ JULIO/ AGOSTO Buenos días Ana, adjunto las confirmaciones para estos pedidos, por favor, enviarme la solped cuando está disponible. Saludos cordiales, Alexia Lacombe Customer Service Officer Export P +32 56 54 10 44 --------------- Original Message --------------- From: Ana Karina Benites Guillena [ana.benites@spsa.pe] Sent: 24/05/2024 23:01 To: Alexia.Lacombe@agristo.com Cc: Anton.Jongbloet@agristo.com Subject: PEDIDOS AGRISTO - JUNIO/ JULIO/ AGOSTO Hola Anton De acuerdo a lo conversado hoy, podrán atendernos 2 contenedores mensuales en Junio, Julio y Agosto. Les detallo los contenedores para estos 3 meses. Venta comidas preparadas Codigo del Articulo Articulo Cantidad/Bolsas Carga ETD ETA Loges 20356863 CRR ROCK’N PAPA PREFRITA CUBIERTA 2.5KG 9072 12-Jun 19-Jun 19-Jul 26-Jul 20356863 CRR ROCK’N PAPA PREFRITA CUBIERTA 2.5KG 9072 4-Jul 11-Jul 10-Ago 17-Ago 20356863 CRR ROCK’N PAPA PREFRITA CUBIERTA 2.5KG 9072 7-Ago 14-Ago 13-Set 20-Set Venta Piso Codigo del Articulo Articulo Cantidad/Bolsas Carga ETD ETA Loges 20356589 EUROGOLD PAPA PREFRITA CRINKLE 2.5KG 9072 12-Jun 19-Jun 19-Jul 26-Jul 20280593 EUROGOLD PAPA PREFRITA CONGELADA X 2.5KG 10080 3-Jul 10-Jul 9-Ago 16-Ago 20356589 EUROGOLD PAPA PREFRITA CRINKLE 2.5KG 9072 4-Ago 11-Ago 10-Set 17-Set De: Alexia Lacombe <Alexia.Lacombe@agristo.com> Enviado: martes, 21 de mayo de 2024 4:16 Para: Ana Karina Benites Guillena <Ana.Benites@spsa.pe> Cc: Anton Jongbloet <Anton.Jongbloet@agristo.com> Asunto: RE: PEDIDO PAPA CON COBERTURA AGRISTO- COMIDAS PREPARADAS Buenos días, Ana: En total, nos estás pidiendo 6 nuevos contenedores. Nuestra capacidad actual es la siguiente: 1 contenedor en junio 1 contenedor en julio 2 contenedores en agosto Para septiembre, no podemos añadir más contenedores porque ya tenemos los tres contenedores de ARO programados. Dado que tenemos capacidad limitada, solo podemos cargar volumen en línea con el volumen promedio desde octubre, que es de aproximadamente 30 toneladas por mes. ¿Podrías reenviar los pedidos conforme a lo que menciono arriba? Puedes llamar a Anton si necesitas más información. Muchas gracias por tu comprensión. Saludos, Alexia​​​​ Lacombe Customer Service Officer Export T +32 56 54 10 44 Ridder de Ghellinckstraat 9 • 8710 Wielsbeke • Belgium • www.agristo.com";False
SIT SENI ODER;Good Morning , Kindly attached below address. SENEGAL INTERNATIONAL TRADING SA IMMEUBLE S.I.T. 1ER ÉTAGE NO.101 YOFF LOT NO.3 ROUTE DE L'AEOROPORT LSS, YOFF (DAKAR) - SENEGAL. TEL NO.:- 77 780 01 29. On 29-May-24 8:25 AM, Agristo Service wrote: Good morning We have received your payment in full. Thank you! Please find all documents for your order attached. To which address do these need to be sent via courier? Have a nice day!;False
Cde 24001522 - AGRISTO - SANLI UG GASTRONOMIE - ALLEMAGNE;Bonjour Zoë, Pouvez-vous me confirmer svp ? Bien cordialement/;False
documents PO 23 1003 2;Dear, any news concerning these documents?;False
0003402895/460333 Plus aardappelpartjes - 12 x 750 g;Goeiemorgen, Voor het product: Plus aardappelpartjes - 12 x 750 g (5PAL) zitten we met een stocktekort. Wilt u dit vervangen door één van onderstaande: Plus Pommes Duchesses 12 x 750 g Plus aardappelkroketjes - 12 x 750 g Plus Aardappelbolletjes 600 gr Met vriendelijke groeten, Staf Vantieghem Customer Service Officer Agristo nv P +32 56 14 17 46;False
RE: updated order 240402C;"Hi Jeroen, What a strong support! Thanks a lot for this great help and sorry for causing the inconvenience. Thank again! Joseph From: Agristo Service <service@agristo.com> Sent: Wednesday, May 29, 2024 2:57 PM To: josephtseng@glfoods.com.tw Cc: glfoods@ms45.hinet.net; glimp@glfoods.com.tw; beau.declerck@agristo.com Subject: RE: Good Land_re-revised order 240402A Hi Joseph, The plan was indeed to ship the old stock, but in the end these pallets were repacked after all. In the meantime we have produced enough pallets for order 240402A (6 pallets, best before 27/05/2026) and we should be able to load the container as requested in your latestest update as mentioned below. These pallets will have Country of Origin Belgium. Codes Product price CIF / kg kg/case cases/pallet Pallets Priority 1 313423 XLF INNOVATOR SHOESTRING 6X2KG € 1,41 12 80 3 312035 Extra rustic regular taste € 1,75 12 80 12 313324 Innovator crinkle cut 12x12 mm € 1,42 12 90 6 Total 21";False
RE:  Transfer to Agristo;Dear Sarah Good day , Any update against edit request below on Our SOA . Also Kindly find AQT transfer To Agristo As Follow on date : 29-05-2024 1. Invoice Num A 04 amount = 39,612.90 USD Due date : 21-05-2024 2. Invoice Num A 04 amount = 45,742.70 USD Due date : 23-05-2024 Total Amount = 85,355.50 USD Please Confirm when received Amount on your account & please share me SOA after Update received . To be noted next transfer will be A 07 which due date 24-06-2024. Thanks;False
Agristo Nazareth Orders for Wisbech.xlsx;Hi Pieter, Can you also please update on the attached if not already? With this 6 pallets cancellation of 96013819, we are looking 2 weeks of out of stock so need to know what has happened to cancel these 6 pallets and when is next delivery to avoid OOS? Please advise.;False
SIT SENI ODER;Good morning We have received your payment in full. Thank you! Please find all documents for your order attached. To which address do these need to be sent via courier? Have a nice day!;False
Purchase Order - 2757557;"Hi Abbie Completely understand 😊 I think we will be ok to leave the Manchester PO as we do have stock due in today, and if we could book the Wellingborough PO in as early as possible on Sunday that would be wonderful Thank you for your help with this! Many thanks, Ryan Kyle Inventory Planner Whitbread GXO Unit 3 Claudius Way Victoria Business Park Wellingborough Northants NN8 2DU GB M: 07977 681 060 My working hours are Monday to Friday 09:00 to 17:00 From: Abbie Rogers <Abbie.Rogers@agristo.com> Sent: 29 May 2024 09:41 To: Ryan Kyle <ryan.kyle@gxo.com>; Agristo Salesforce service <service@agristo.com> Cc: Girts Petersons <Girts.Petersons@gxo.com>; Silvia Akuffo <silvia.akuffo@gxo.com> Subject: RE: Purchase Order - 2757557 & 567818 Hi Ryan, 31/05 wouldn’t be possible as that would need to load today and the haulier’s day is already fully planned in terms of loading. We could bring them forward into Saturday or Sunday perhaps if there is space?";False
[OPTRA2-138464] Commande 41004207 non enlevée;—-—-—-— Répondez en utilisant le lien ci-dessous ou par mail en écrivant au-dessus de cette ligne Historique de la demande : https://logilec.atlassian.net/servicedesk/customer/portal/0/OPTRA2-138464 nicolas.marrec a commenté : Bonjour, Merci au transporteur de me dire si le RDV chez le fournisseur avait bien été pris en nous transmettant également la preuve de RDV. Nous attendons une réponse ce jour. Cette information de Opérations Transport LOGILEC est partagée avec service@agristo.com , service.client@logilec.fr , svp.cdes@scamark.onmicrosoft.com , aurelie.carre@olano-groupe.com , svp.cdes@scamark.leclerc , guillaume.puydt@olano-groupe.com , dimitri.darcy@olano-groupe.com , svp .cdes .FR , fatiha.benmimouna@olano-groupe.com Pour joindre LOGILEC : 02 98 30 39 80;False
71743619 Pour Angoulème;Bonjour Quentin, Est il possible de livrer 71743619 à Angoulème à 15:00 au lieu de 12:00 demain ? Cdt, Sarah Sarah Detailleur Customer Experience Officer Agristo nv P +32 56 54 11 65 M + 0498 74 13 14;False
Blocked orders;Hello Katarzyna, Ikea payment and my message must have crossed each other yesterday. Payment has been confirmed today and all orders have already been released. So, no worries. Everything is OK for the last loadings at Tilburg on Friday. Higher credit limit is also OK. This may already give us some extra space pending resolution of the EDI issue. Is there anything expected from our side concerning this issue?;False
71743619 Pour Angoulème;"Bonjour, Je ne peux pas décaler à 15h00 car la réception ferme à 15h00, dernière livraison possible 14h00.. Dans l’attente de votre retour Cordialement, [cid:image001.png@01DAB1B3.DAD6E630]https://teams.microsoft.com/l/chat/0/0?users=quentin.hugues@mousquetaires.com [cid:image002.png@01DAB1B3.DAD6E630] De : Agristo Service <service@agristo.com> Envoyé : mercredi 29 mai 2024 10:19 À : Quentin HUGUES <quentin.hugues@mousquetaires.com> Objet : 71743619 Pour Angoulème Bonjour Quentin, Est il possible de livrer 71743619 à Angoulème à 15:00 au lieu de 12:00 demain ? Cdt, Sarah [image] Sarah Detailleur Customer Experience Officer Agristo nv P +32 56 54 11 65 M + 0498 74 13 14 ----------------------------- Disclaimer ------------------------------ --- Ce message ainsi que les éventuelles pièces jointes constituent une correspondance privée et confidentielle à l'attention exclusive du destinataire désigné ci-dessus. Si vous n'êtes pas le destinataire du présent message ou une personne susceptible de pouvoir le lui délivrer, il vous est signifié que toute divulgation, distribution ou copie, totale ou partielle, sur un quelconque support de cette transmission est strictement interdite. Si vous avez recu ce message par erreur, nous vous remercions d'en informer l'expéditeur par téléphone ou de lui retourner le présent message, puis d'effacer immédiatement ce message de votre systeme. Tout message électronique est susceptible d'altération. Le ""groupement des Mousquetaires"" décline toute responsabilité au titre de ce message s'il a été altéré, déformé ou falsifié.--- --- This e-mail and any attachments is a confidential correspondence intended only for use of the individual or entity named above. If you are not the intended recipient or the agent responsible for delivering the message to the intended recipient, you are hereby notified that any disclosure, distribution or copying, either whole or partial, in any medium of this communication is strictly prohibited. If you have received this communication by mistake, please notify the sender by phone or by replying this message, and then delete this message from your system. E-mails are susceptible of alteration. The ""Mousquetaires' group"" shall not therefore be liable for the message if altered, changed or falsified.--- -----------------------------------------------------------------------";False
Agristo Scheduled Deliveries - Newark;Hi Newark Booking in I am working from home , would you be able to book this into the Agristo reserve slot for me asap please and revert with the booking reference , it would be much appreciated Thank you in advance Jill Del Tuesday 04/06/24;False
Documents for total of 1 FCL;Dear Wael, please find attached the documents for one other FCL that has been loaded. Please send me the payment.;False
Stock rapport - Iglo 27.05.2024;Dag Marlies, De 3 pal mogen als volgt vervangen worden : 2 pal = 144 kart v/d 96013476 – jullie réf 313292 & 1 pal = 63 kart v/d 96019325 – jullie réf 313286 Ik moet nog een order voor vrijdag maken en zal de sprietjes daar dan inzitten. Dank alvast. Mvg, Marleen Marleen Van Durmen Demand & Supply Planner [cid:Nomad_Foods_LOGORGB-Resized93high_dff506c2-0e22-47e4-abd7-1a687e84ad2d.jpg] [X] Iglo Belgium NV Techno Centre - Building C | Humaniteitslaan 235 | 1620 Drogenbos | Brussel BTW BE 0884.248.931 | RPR Brussel Phone: +32 23529252<tel:+32%2023529252> Mobile: +32 476952269<tel:+32%20476952269> Fax: +32(0)2 352 92 89 email: Marleen.Van-Durmen@iglo.com<mailto:Marleen.Van-Durmen@iglo.com> Website: www.iglo.be<http://www.iglo.be/> P THINK BEFORE YOU PRINT: Before printing e-mails, think whether it is really necessary. Thanks! LEGAL DISCLAIMER This e-mail may contain confidential or privileged information. If you have received this e-mail in error, you must not disclose to any other person, nor take copies of, the contents of this e-mail and/or any attachment to it. If this email is marked 'personal' Iglo is not liable in any way for its content. E-mails are susceptible to alteration. Iglo shall not be liable for the message if altered, changed or falsified. We try to ensure that our communications are free of viruses but do not accept responsibility for any loss or damage that viruses may cause. You should take your own steps to ensure that communications are free of viruses. Iglo and its employees operate in compliance with the law. Any recommended selling price (RSP) is provided for guidance only. Retailers are free to set their own prices. Iglo Belgium NV, a company registered in Belgium with company registration number 0884.248.931. Registered Office: Techno Centre – Building C, Humaniteitslaan 235, 1620 Drogenbos, Brussels, Belgium;False
RE: Morocco Visit /VIP CRC 2,5 1 I108BE;Good morning Amal How many pallets would you want to order of the crinkle? We need to know before we can start up a new article. The minimum is 5 pallets.;False
Re: WORLD FOOD BUSINESS/AG2833 - vessel-info;Hi Alicea Thank you for your email This order was loaded yesterday (28/5) I sent you the documents and draft BL earlier today;False
NEW ORDER 24/74 and 24/110;Dear Marios, Unfortunately, we didn't receive a credit limit. The invoices will remain prepayment.;False
4200006049 - 450335 / HLCUANR240466267-> Docs for approval;Dear Liesbeth Noted , thank you . [cid:Agthia-FTB-Logo_fe090281-fad2-4437-83b9-b37883e06363.png]<https://www.agthia.com/> . Feras Al Qasem Senior Clearance Officer [cid:Mobile_a48bac42-77b8-42b2-a6bb-a5e4b943e42d.png]971504921509<tel:+97103-7083765>;False
SWB;Service Agristo nv Ridder de Ghellinckstraat 9 8710 Wielsbeke Belgium;False
RE: Order Hmezad Trgovina Žalec - 453046;Dear Unforrtunately it won't be possible to load the good on 31.05 because the production of article 301189 is planned on 31.05. Yes , you have to make a slot bokking in our tms system.;False
Commande 7697572;Bonjour, Je suis désolé, mais la commande a déjà été chargée par le transporteur. Cordialement, Staf Vantieghem Customer Service Officer Agristo nv P +32 56 14 17 46 --------------- Original Message --------------- From: Thomas VAZEL [thomas.vazel@cooperative-u.fr] Sent: 29/05/2024 10:24 To: service@agristo.com Subject: Commande 7697572 Bonjour, Pouvez-vous s'il vous plait décaler la commande 7697572 pour le 01/06? Cordialement.;False
TMS slot - PO 2982862 & 2982863 & 2982818 - Agristo;Hi Louise, Please share draft docs for approval. Thank you,;False
ALIFRUT/ AF 32-35-36-37-40-41-42-43-44-46-47-166;"Hola Ximena, adjunto los documentos para los pedidos / AF -40- 41 - 58 - 59 - 60 - 61 - 62 -166. Están aprobados? / AF 32-35-36-37--42-43-44-46-47 - ya se enviaron con DHL Saludos cordiales, Alexia Lacombe Customer Service Officer Export P +32 56 54 10 44 --------------- Original Message --------------- From: Ximena Acuna [logistics@agrifoods.cl] Sent: 28/05/2024 15:09 To: service@agristo.com Cc: marketing@agrifoods.cl; paula.acuna@agrifoods.cl; sacuna@agrifoods.cl Subject: Re: ALIFRUT/ AF 32-35-36-37-40-41-42-43-44-46-47-166 Hola Alexia, Muchas gracias por toda la información. Nos comunicamos mañana. Que tengas una buena tarde :) Ximena Acuña Logistics Manager +56 975 481 435 logistics@agrifoods.cl www.agrifoods.cl El 28-05-2024 a las 3:39, Agristo Service escribió: Hola Ximena, Te adjunto los documentos de los pedidos AF 40 - 41 -166. También está el SWB, pero en el SWB hay otros contenedores, mañana miraré qué pedidos corresponden a los otros contenedores del SWB (hoy estoy trabajando desde casa y no tengo los documentos aquí). Gracias para tu comprensión :) saludos, Alexia Lacombe Customer Service Officer Export P +32 56 54 10 44 --------------- Original Message --------------- From: Ximena Acuna [logistics@agrifoods.cl] Sent: 27/05/2024 22:42 To: service@agristo.com Cc: marketing@agrifoods.cl; sacuna@agrifoods.cl; paula.acuna@agrifoods.cl Subject: Re: ALIFRUT/ AF 32-35-36-37-40-41-42-43-44-46-47-166 Hola Alexia, Mis disculpas. Me confundí con la consulta urgente del cliente. Solo queda pendiente la confirmación/ documentos de las órdenes AF 40-41-166. Muchas gracias y que tengas un buen día :) Ximena Acuña Logistics Manager +56 975 481 435 logistics@agrifoods.cl www.agrifoods.cl El 27-05-2024 a las 15:04, Ximena Acuna escribió: Hola Alexia, El cliente ha consultado si las órdenes en referencia han sido embarcadas. Solo tengo aviso de booking de las órdenes AF 40-41-166. Quedo atenta; muchas gracias. Saludos, Ximena Acuña Logistics Manager +56 975 481 435 logistics@agrifoods.cl www.agrifoods.cl";False
Revised documents Y20240411-790600;Good morning A wrong container number was mentioned on the documents. Please find revised documents attached.;False
AG2846 - SHIPPING REQUEST;Hi Beatriz As far as we were informed, there was really no option to produce/deliver any additional hash browns. Adding Anton in this conversation to confrm. Thank you!;False
RE: Order Hmezad Trgovina Žalec - 453046;For loading on Monday 3.6.?;False
