Subject;TextBody;Complaint;Complaint_type
Aldi SHEPPEY DEL 09/09;Hi, OK confirmed.;False;
Bisphenol A questionnaire - response required;Dear, please see attached the Packaging declaration from the supplier, Formipac. On page 4 you see that they declare the absence of Bisphenol-A (BPA): CAS n° 00080-05-7;False;
;Dear, Thank you for your email and your interest in our company. To evaluate your request, we want to get a better picture of your company. Could you inform us and give some detailed information regarding: Do you already purchase frozen (potato) products? What is your experience in this field? If yes, with what brands or companies do you already work? Why do you wish to change? What volumes of fries per SKU do you do annually? Do you have your own distribution channel or partners? And warehouses? Could you provide me some more information concerning your company? Do you have a website? What is your market strategy? Who are your customers? If you have any further questions, please do not hesitate to contact us. With;False;
nuevo pedido Canary Meat;"Delegaciones Canarias, S.L., le informa en cumplimiento del Reglamento General de Protección de Datos y de la Ley Orgánica de Protección de Datos y Garantia de Derechos Digitales, le informamos de que sus datos forman parte de los tratamientos titularidad de la entidad Delegaciones Canarias S.L. Si no desea seguir recibiendo comunicaciones a través de esta vía o si desea ejercitar sus derechos de acceso, rectificación, puede hacerlo enviando una solicitud a la dirección de correo emisora indicando en el asunto ""Protección de datos"". Los datos personales se conservarán los plazos necesarios y/o mientras mantenga su consentimiento. La legitimación del tratamiento de los datos personales se basa en el cumplimiento de obligaciones legales contractuales o en el consentimiento dado para hacerlo. Puede ejercer sus derechos ante la Agencia Española de Protección de datos www.aepd.es";False;
Seara Claim - producer information missing;Dear, Further investigation was requested for complaint 00039381. Below you find relevant information of complaint. An investigator needs to be appointed. Overview Complaint: - Company name: JAO OLIVEIRA group- Reason for complaint: Coding bag-- Details for complaint: -- Customer description: producer info ontbreekt- Responsible party: Wielsbeke (P014) - AW1 Request from CX: Beste, Er werden op lotcode G0324137 heel veel open seals opgemerkt door de klant bij het herlalbelen. (A total of 412 cartons, corresponding to 10,300 bags in total) Kan hier even naar gekeken worden? Ik vind zelf niets terug in de controles.CX Owner: Kathleen SamynLink to complaint: 00039381 Thanks for taking up this further investigation.;True;Packaging
Auto eerder laden;Goedemiddag Ronald, Slotboeking van AGR8214024 werd aangepast naar 02.09 19u zoals telefonisch besproken. Mvg, Melissa Maekelbergh Customer Service Agristo nv P +32 56 14 17 45 --------------- Original Message --------------- From: Planning Beemsterboer [planning@jpb.nl] Sent: 2/09/2024 11:06 To: service@agristo.com Subject: Auto eerder laden Hoi Melissa, Deze auto zou graag vanavond om 18u of 19u willen laden. Denk je dat dit mogelijk is? Ik kan uiteraard niks aanpassen 😊;False;
Bestellung von ALDI Ungarn /  Rendeles ALDI Magyarorszag Elelmiszer Bt. (10743/448911);;False;
708309 SEASONS PRIDE SWEET POTATO CHIPS 14X750KG - Delay;Hi, you can ignore this email. We have 95 pallets of stock and next run is planned for next week, so we should be fine for the sweet potato fries.;False;
Rendelés SPAR Magyarországtól / Order from SPAR Hungary / Bestellung von SPAR Ungarn;SPAR LOGISZTIKAI KÖZPONT ÜLLŐ Mélyhűtő raktár/ Frozen goods wh Zsaróka út H 2225-Üllő ÜLLŐ RAKTÁR Sollten Sie diese E-Mail unbeabsichtigt bzw. irrtümlich erhalten haben, so weisen wir Sie darauf hin, dass gemäß § 161 Abs 4 TKG 2021 der Inhalt sowie die Tatsache des Empfangs dieser E-Mail weder aufgezeichnet noch verwertet oder Unbefugten mitgeteilt werden dürfen. Wir ersuchen Sie, die Nachricht von Ihrem System zu löschen und sich mit uns in Verbindung zu setzen. Unter diesem Link finden Sie die Informationen über die Verarbeitung Ihrer personenbezogenen Daten sowie zu Ihren Rechten als betroffene Person: https://www.spar.at/service/datenschutzhinweise If you have received this email accidentally or in error, we point out that, in accordance with § 161 para. 4 TKG 2021 (Telecommunications Act), the contents of this email and the fact of its receipt must not be recorded, exploited or communicated to unauthorized persons. We ask you to delete the message from your system and to contact us. Under this link you will find information about the processing of your personal data and about your rights as a data subject: https://www.spar.at/service/datenschutzhinweise;False;
Purchase Contract no. 1001712;Dear Agristo nv , Attached please find enclosed Purchase Contract for Order No. 1001712 . Thank You for this business Thanks;False;
The updated orders 4520001325, 4520001424;Hello, Attached you will find the updated orders. Please check and confirm. Thank you in advance. Srdačan pozdrav;False;
Failure into Swindon;Hey Elliot, I'm so sorry - the haulier failed to meet the vessel then didn't have a genset before 11am - do you have a slot for tomorrow morning? I have asked our logistics team to remove this haulier from Iceland as they clearly can't manage!! Thanks Sara Ghasemian Customer Service Officer UK P +447534412045 --------------- Original Message --------------- From: Elliot Bond [elliot.bond@iceland.co.uk] Sent: 2/09/2024 10:41 To: service@agristo.com Subject: Failure into Swindon Hi, I hope you had a good weekend! Please could you chase up this delivery for Swindon 1070644 2669 02 A V Foods (Agristo) 1/09/2024 08:00 Thanks, Elliot Bond Frozen Supply Planner – Frozen Veg 01244 84 2052 Iceland’s GSCOP Code Compliance Officer is Duncan Vaughan Duncan.vaughan@iceland.co.uk “The Groceries Code Adjudicator’s annual survey is open from 15 January to 25 February 2024. This is your opportunity to tell the Adjudicator in confidence how retailers are complying with the Groceries Code of Practice. Complete the survey at https://start.yougov.com/refer/vhDk9vwHPwQJ7n.” Winner! Favourite Online Grocery Service www.iceland.co.uk THIS E-MAIL MAY CONTAIN CONFIDENTIAL AND/OR PRIVILEGED INFORMATION. It is only intended for the use of the addressee. If you are not the addressee, the disclosure, copying or delivering of this to anyone else is strictly prohibited and may be unlawful. If you receive this e-mail by mistake, please notify us immediately by e-mail or by telephone on +44 (0)1244 830100. Iceland Foods Limited Second Avenue, Deeside Industrial Park Deeside, Flintshire, CH5 2NW Reg. No. 01107406: Registered in England & Wales thread::8584a7m1F2aytXf6CWgfaXQ::;False;
SBD - Gebakken Patatjes;Hoi Ellen, ons Q team komt hier nu op terug. Caramel wordt toegevoegd als kleurstof. Mijn excuses. Marlies Marlies De Ketele Customer Experience Officer Agristo nv P +32 56 54 09 63 M +32 472 41 34 87 --------------- Original Message --------------- From: Agristo Service [service@agristo.com] Sent: 2/09/2024 11:07 To: ellen.heirwegh@iglo.com Subject: SBD - Gebakken Patatjes Hoi Ellen, in bijlage de SBD. Functie van Caramel is Flavour. (ook dit aangegeven in de file). Ik heb enkel de verpakkingsgegevens niet aangevuld, omdat deze info nog niet gekend is. Groetjes, Marlies Marlies De Ketele Customer Experience Officer Agristo nv P +32 56 54 09 63 M +32 472 41 34 87 thread::Ia7g6xvZHHyYXqmi_iAlIHQ::;False;
PO 213350;Hi You may have received an order on Fri 30/08 for 13 Pallets of Skin On Fries for Aldi BOL – this can be cancelled! Cheers, Mel;False;
Aldi DARLINGTON DEL 09/09;Hi, same questions, can we please move to DEL 10/09?;False;
Order Transport delay - #PR-ORD-0019595;Dear, due to an unforeseen issue in transport, the order won't make the delivery to Caterchoise. We will keep you informed once we have more information.;False;
1 x Nigeria D24-01948 - IO24-01291;Goedemiddag William, Er werd helaas 1 pallet minder geladen van artikel 310459 voor bovenstaand order. Deze zat vast in de kraan. Onze excuses. Mvg, Melissa Maekelbergh Customer Service Agristo nv P +32 56 14 17 45 --------------- Original Message ---------------;False;
651;Hi Abbie Sorry to be a pain but are you able to do 3 loads for Wednesday into XPO, please? 651 94677, 94673 94676;False;
PotatoEurope 2024 Attendees List;Hello, Hope all is well with you! Did you have a chance to review my Previous Email which I have sent you?. Thank you and I look forward to hearing from you.;False;
No stock OC 252;Buenos días, Espero que estés bien. Lamentablemente, para el pedido OC 252 no podremos cumplir con las 3 paletas del artículo 307179 – 710201709 - SPICY WEDGES 1KG. La producción está programada para la semana 37, por lo que podemos cargar a partir de la semana 38, es decir, con el pedido OC 253. ¿Te parece bien si sustituimos estas 3 paletas por otros productos que ya están en el pedido OC 253? En cuanto al pedido OC 251, solo podemos cargar 4 paletas de Spicy Wedges. No es posible hacer cambios adicionales ya que el certificado sanitario ha sido emitido y no se pueden modificar los datos en él 😊. Quedo atenta a tus comentarios. Saludos cordiales, Alexia Lacombe Customer Service Officer Export P +32 56 54 10 44 thread::Y5RRDCokFP6qrCLA2Rc5cXQ::;False;
AGRISTO GW-PAYMENT-USD-286,160.00;"Dear Sarah, Hope your well, Kindly find the attached payment request submitted against the below invoices; Invoice# Amount 0090615847 41.375,00 USD 0090615848 41.375,00 USD 0090615849 41.375,00 USD 0090615866 37.910,00 USD 0090616853 41.375,00 USD 0090616854 41.375,00 USD 0090616855 41.375,00 USD Total USD-286,160.00 Kindly confirm the receipt. Warm";False;
MEDUAY283106 - docs and SWB;Good afternoon Please find attached the documents for MEDU9078229 and CHIU9041748. Originals will be sent later today.;False;
AGRISTO GW-PAYMENT-USD-286,160.00;"Dear Sarah, Hope your well, Kindly find the attached payment request submitted against the below invoices; Invoice# Amount 0090615847 41.375,00 USD 0090615848 41.375,00 USD 0090615849 41.375,00 USD 0090615866 37.910,00 USD 0090616853 41.375,00 USD 0090616854 41.375,00 USD 0090616855 41.375,00 USD Total USD-286,160.00 Kindly confirm the receipt. Warm";False;
CDE 7464// POINTE A PITRE;Bonjour, commande confirmée. Vous pouvez prendre rendez-vous sur notre plateforme. Bien à vous, Alexia Lacombe Customer Service Officer Export P +32 56 54 10 44 --------------- Original Message --------------- From: Cristelle PERRET-BLANC [commandes@altezza-foods.com] Sent: 2/09/2024 14:16 To: service@agristo.com Subject: cde 8397 / 11 pal. Bonjour, Veuillez trouver ci-joint notre bon de commande formalisé pour un chargement le 19/09 svp. Attention, merci de donner instructions au service concerné que les palettes devront bien être calées au fond du container s’il vous plait. Dans l’attente de votre confirmation. A vous lire Bien cordialement,;False;
TMS slot PO 2982872  - loading date 2nd OCT;Hi Louise, How are you? Not urgent. Once you have a chance, pls open the loading of 2nd OCT for PO 2982872. Thanks, Chidu;False;
Lidl GB available volumes;Good afternoon Elizabeth, I enjoyed the weekend, thank you. Hope you had a wonderful weekend yourself. I have checked these three references in our system. For all open orders, there is stock available for these references. For the following weeks, I need a bit more time to look into this. Is it okay if I get back to you on this tomorrow?;False;
nuevo pedido canary meat 1926/12;"Adjunto nuevo pedido para CAnary meat para embarque 3 semanas después del pedido 1925/9. Saludos. Jessica Delegaciones Canarias, S.L., le informa en cumplimiento del Reglamento General de Protección de Datos y de la Ley Orgánica de Protección de Datos y Garantia de Derechos Digitales, le informamos de que sus datos forman parte de los tratamientos titularidad de la entidad Delegaciones Canarias S.L. Si no desea seguir recibiendo comunicaciones a través de esta vía o si desea ejercitar sus derechos de acceso, rectificación, puede hacerlo enviando una solicitud a la dirección de correo emisora indicando en el asunto ""Protección de datos"". Los datos personales se conservarán los plazos necesarios y/o mientras mantenga su consentimiento. La legitimación del tratamiento de los datos personales se basa en el cumplimiento de obligaciones legales contractuales o en el consentimiento dado para hacerlo. Puede ejercer sus derechos ante la Agencia Española de Protección de datos www.aepd.es";False;
Aldi BATHGATE DEL 11/09;Hi, Please see below order for delivery to Aldi : Del.Date Del.Address Fullers Ord.No. Asda PO Product Code Description Qty Pallets Delivery Time 11/09/2024 ALDI STORES LTD (BATHGATE) 1050812 762438 COAL156 ALDI ALPHABET LETTERS 16X454G 560 8 400 11/09/2024 ALDI STORES LTD (BATHGATE) 1050812 762438 COAL143 ALDI WAFFLES 12X680G 900 12 400 11/09/2024 ALDI STORES LTD (BATHGATE) 1050812 762438 COAL106 ALDI HASH BROWN 12X750G 420 6 400 EDI: 658054 DEL DATE: 11/09/2024 TIME: 4:00am Please confirm receipt. Cheers, Mel;False;
PRE CONFIRMATION JANVIER 2;"Bonjour, en pièce jointe vous pouvez retrouver le dossier révisé Bien à vous Wouter Claerhout Service Team Agristo nv Ridder de Ghellinckstraat 9 8710 Wielsbeke Belgium --------------- Original Message --------------- From: ITMAI_referentielfrais_MDD [itmai_referentielfrais_mdd@mousquetaires.com] Sent: 2/09/2024 10:28 To: service@agristo.com Subject: PRE CONFIRMATION JANVIER 2 - A L’ATTENTION DE LA SUPPLY CHAIN - Bonjour, Afin de sécuriser la qualité et la fiabilité des informations que nous poussons à nos PDV lors du passage des commandes, veuillez trouver en pièce jointe une pré-confirmation logistique des produits présélectionnés pour l’opération JANVIER 2. Merci de contrôler les données présentes dans le fichier en PJ et nous faire un retour dans les 48h. Sans retour de votre part, nous considérons que les données saisies sont correctes. ATTENTION : Ceci n’est pas une confirmation officielle et définitive des produits retenus sur cette opération. Si vous constatez des références manquantes dans ce document, merci de vous assurer que les fiches soient bien partagées et en qualité dans Salsify. Comptant sur votre aide et votre réactivité, Bonne réception, Cordialement Gaëlle MOUZEMBO I Data Steward - Catégorie FRAIS MDD Direction DATA - ITM ALIMENTAIRE INTERNATIONAL 23 Allée des Mousquetaires - Parc de Tréville - 91078 Bondoufle Cedex ITMAI_referentielfrais_MDD@mousquetaires.com ----------------------------- Disclaimer ------------------------------ --- Ce message ainsi que les éventuelles pièces jointes constituent une correspondance privée et confidentielle à l'attention exclusive du destinataire désigné ci-dessus. Si vous n'êtes pas le destinataire du présent message ou une personne susceptible de pouvoir le lui délivrer, il vous est signifié que toute divulgation, distribution ou copie, totale ou partielle, sur un quelconque support de cette transmission est strictement interdite. Si vous avez recu ce message par erreur, nous vous remercions d'en informer l'expéditeur par téléphone ou de lui retourner le présent message, puis d'effacer immédiatement ce message de votre systeme. Tout message électronique est susceptible d'altération. Le ""groupement des Mousquetaires"" décline toute responsabilité au titre de ce message s'il a été altéré, déformé ou falsifié.--- --- This e-mail and any attachments is a confidential correspondence intended only for use of the individual or entity named above. If you are not the intended recipient or the agent responsible for delivering the message to the intended recipient, you are hereby notified that any disclosure, distribution or copying, either whole or partial, in any medium of this communication is strictly prohibited. If you have received this communication by mistake, please notify the sender by phone or by replying this message, and then delete this message from your system. E-mails are susceptible of alteration. The ""Mousquetaires' group"" shall not therefore be liable for the message if altered, changed or falsified.--- ----------------------------------------------------------------------- thread::ZA9j-w42F2ml5d_QidmFvHQ::";False;
Pallet De-Hire 21st-30th July;Good Afternoon, Please find attached weekly dehire report.;False;
Purchase Order PO-0070 from Endo Foods Limited for AGRISTO nv;"Hi Dieter, Please find attached remittance advice for invoice due. Please let me know delivery status of PO-0070 Endo Foods + Hero Catering Thanks [cid:image001.png@01DAFD46.E10B6790] CONFIDENTIAL The information contained in this e-mail and any attachments is confidential. It is intended only for the named addressee. If you are not the named addressee, please notify the sender immediately and do not disclose, copy, or distribute the contents to anyone else. DISCLAIMER Electronic mail is intended as an informal method of communication; Internet communications are not secure, and therefore Endo Foods Limited does not accept legal responsibility for the contents of this message. We make every effort to keep our network free from viruses. However, you need to check this e-mail and any attachments for viruses, as we cannot take responsibility for any computer virus that might be transferred through this e-mail. From: messaging-service@post.xero.com <messaging-service@post.xero.com> Sent: Friday, August 30, 2024 1:27 PM To: Dieter.Callewaert@agristo.com; service@agristo.com Subject: Purchase Order PO-0070 from Endo Foods Limited for AGRISTO nv [Endo Foods Limited] Hi Orders, Here's purchase order PO-0070 for GBP 30,654.00. Delivery due date, address and instructions are included in the purchase order. Endo Foods (10 Pallets) + Hero Catering (16 Pallets) We are currently at credit limit, meanwhile please process this order. Ozan is on holiday, will make payment this evening for due invoice. If you have any questions, please let us know. Thanks, Endo Foods Limited";False;
Order 1001712;Med venlig hilsen /;False;
Goods ready confirmation of PO 4506975764. Handover date 2024-09-11 00:00:00.;Dear NV Agristo, Please complete the goods ready confirmation regarding PO 4506975764. Pick up address: NL, 5047 SX, Tilburg, Heieinde 10 [https://www.survey-xact.dk/images/uploaded/XHPV87483J32]<https://www.survey-xact.dk/answer?key=VRZETGXPC476> Deadline for your goods ready confirmation: Pick up address in Denmark: Deadline 1 working day prior to handover date before 12.00 PM CET Pick up address outside Denmark: Deadline 2 working days prior to handover date before 2.00 PM CET For questions to goods ready confirmations contact order_ready@coop.dk. If the order contains dangerous goods, the necessay documents and UN number(s) must be sent to the carrier or transport@coop.dk. If any order is not picked up in time/as confirmed in the survey, please contact transport@coop.dk. Thank you for your help! Coop Transport, Goods Ready https://transport.coop.dk/answer?key=VRZETGXPC476;False;
REJECTION 0 COLLECTION - RA481 - Agristo - Sysco Essential Roasting Potatoes  2.5kg - 4625 - BP10;Dear all, Please note - there is no stock to collect. This is to inform you of an issue found but stock has been kept for sale. Product code(s): 4625 Product Description(s): Sysco Essential Roasting Potatoes 2.5kg REASON: SATISFACTORY Thanks, QC. [cid:image002.jpg@01DAFD3C.17C67C80] [cid:image006.jpg@01DAFD3C.17C67C80];True;Quality
Sending orders to Agristo;Good afternoon Rebecca, May I ask you not to send any more orders (in copy) to orders@agristo.com as they are no longer picked up there. Thanks for only using service@agristo.com.;False;
Zahlungsavis vom 03.09.2024 -2000058143;------------------------------------------------------------------------------ Informationen (einschließlich Pflichtangaben und Datenschutzerklärungen) zu einzelnen, innerhalb der EU tätigen Gesellschaften und Zweigniederlassungen der CITTI-Gruppe finden Sie unter http://www.citti.de/html/pflichtangaben.html. Diese E-Mail enthält vertrauliche und/ oder rechtlich geschützte Informationen. Wenn Sie nicht der richtige Adressat sind oder diese E-Mail irrtümlich erhalten haben, informieren Sie bitte sofort den Absender und vernichten Sie diese E-Mail. Das unerlaubte Kopieren sowie die unbefugte Weitergabe dieser E-Mail ist nicht gestattet. Please refer to http://www.citti.de/html/pflichtangaben.html for information (including mandatory corporate particulars and data protection declarations) on selected CITTI branches and group companies registered or incorporated in the European Union. This e-mail may contain confidential and/or privileged information. If you are not the intended recipient (or have received this e-mail in error) please notify the sender immediately and delete this e-mail. Any unauthorized copying, disclosure or distribution of the material in this e-mail is strictly forbidden. ------------------------------------------------------------------------------;False;
payment;"Many thanks [cid:ignored-in-diff-C2847229-4992-43C5-BA6C-71804E95D9AB] Richard​​​​ Storer Regional Sales Director UK & Ireland T +44 1244 562 128<tel:+44%201244%20562%20128> • M +44 7792 772536<tel:+44%207792%20772536> Ridder de Ghellinckstraat 9 • 8710 Wielsbeke • Belgium • www.agristo.com<https://eu.content.exclaimer.net?url=https%3A%2F%2Fwww.agristo.com%2F&tenantid=R5mU58TWEe6F-gAiSH-K5g&templateid=f39dfd12db3def1186c3000d3aaa3a50&excomponentid=E_Xg2xpZEE7COvcAHBDP1EjLNrmijgfYCtnikvl0Y9o&excomponenttype=Link&signature=iFzMwqF297Gnrm9dssB9y6ZrUX6ui-gbIW3mmKrmZFU0fKOdCY7CBRtJiGe_Spn4dNtCSo7Dz3SqIjt40FOTSKqvA4CSyfr_2rdEcKiywYfk52eQDa3TP0yee1aLPqWhlT2-VWyiSjlwfPeFC2XwjArwx6eH8DXqSxKsPDk9zRTDisnzduRzC5ojXNfUDKcsXK30zIlw0nO2bRD_7benWToceZV3s_7YbFbU3vGih3dwe7J_ewazTQT4GtDl-pg3BF4NpNhrrDUxkkXgyyy9lKCK6ZoEagBoNlU-jxW4a96QCUEXG9ZPC0VjWmDRcOTQgLwZs2UYlVAA1eRt3wY-fw&v=1> [Fun for the whole family, check]<https://eu.content.exclaimer.net?url=https%3A%2F%2Fagristo.com%2Fconcepts%2Ffood-for-the-whole-family-check%3Futm_source%3Dsignature%26utm_medium%3Demail%26utm_campaign%3Dconcept_wholefamily&tenantid=R5mU58TWEe6F-gAiSH-K5g&templateid=f39dfd12db3def1186c3000d3aaa3a50&excomponentid=fNzOg0PRePB_qa6Mf1q61yBAZ1vsG7z38CkDqnxAhGw&excomponenttype=Image&signature=B-su3AcuzsJMugbhZ43HrZc6pP5ApplTbQ1cQ_kKJhhvYF6G7xNE7qCoJY6R5V3ikbQBOsz6Fwf1teT29hHZDiw7PzAUYmAI_Tgjh-No_OeIriob_5p2bPZtZf0K9RdQ1LsIpp-RHd2ZVML1CjvpAwrC85vyp0EQhzEeskjSp_mmFcMDYTyXFShzvlIhXDEjdJmBVezUTnzy_uH_6TlD9irZw_eHkt3uQ0LvBN-KBocevs8MDnYfAvcAogPi_uOjqQsclacaERqhtlXGTnd_2r0Rvot1_eabmeXIJTRSJe5iT3MWNK-goFudGrPMfMWMsmbWXvyxX7kK_Tt9H40rvA&v=1> ________________________________ From: Neil Fox <accounts@icsukltd.co.uk> Sent: Monday, September 2, 2024 1:26:32 PM To: Agristo Salesforce service <service@agristo.com> Cc: Richard Storer <Richard.Storer@agristo.com>; Sid Musa <Sid@icsukltd.co.uk> Subject: payment 08/07/2024 Invoice 90619477 -30,104.30 08/07/2024 Invoice 90619425 -27,214.60 09/07/2024 Invoice 90619789 -26,857.30 09/07/2024 Invoice 90619670 -12,881.00 09/07/2024 Invoice 90619669 -14,052.00 09/07/2024 Invoice 90619860 -29,275.00 10/07/2024 Invoice 90619940 -26,178.80 10/07/2024 Invoice 90620060 -27,876.90 10/07/2024 Invoice 90619993 -26,933.00 02.09.24 -221,372.90";False;
Bestellung von ALDI Ungarn /  Rendeles ALDI Magyarorszag Elelmiszer Bt. (10743/449639);;False;
Belastungsanzeige Nr. 17824-3335493 fuer Rechnungsnummer: 0090627236.;Sehr geehrte Damen und Herren,;False;
651;Hi Daria, Have these orders be sent already? I’ll check if the haulier has capacity for the extra loads.;False;
Thiriet: Bon de commande;"Bonjour, Nous n'avons pas encore de stock de la réf. 83694 POMMES TERRE NOEL 600G. La production est prévue pour la semaine 39. Cordialement, Zoë Zoë Feys Customer Service Agristo nv P +32 56 54 11 67 --------------- Original Message --------------- From: [approvisionnement@thiriet.com] Sent: 2/09/2024 15:11 To: ine.wille@agristo.com; service@agristo.com Subject: Thiriet: Bon de commande Bonjour, Vous trouverez ci-joint un bon de commande. Veuillez confirmer cette commande au service approvisionnement au numéro de fax: 03.29.64.64.84. Cordialement, Service Approvisionnement Thiriet. thread::i6f3fv2eEAeuFS7rve_-DXQ::";False;
4987 050924 01;Good afternoon, Please could you move the attached PO forward, as we will run out of stock before this PO arrives.;False;
AVIS DE PAIEMENT GROUPE POMONA PF DU 060924;Veuillez double-cliquer sur la pièce jointe;False;
Documents order 4500053961;Dear customer Please find the documents for your order 4500053961 attached. Kindly let us know if everything is approved.;False;
Thiriet: Bon de commande;Bonjour, Vous trouverez ci-joint un bon de commande. Veuillez confirmer cette commande au service approvisionnement au numéro de fax: 03.29.64.64.84. Cordialement, Service Approvisionnement Thiriet.;False;
PO 2982806;Hi, Please find back enclosed the docs for PO 2982806 for approval. Thank you and;False;
Agristo;Hi, I am following up to confirm if you are interested in acquiring the Visitors/attendees List. SIAL Paris 19 - 23 Oct 2024 Parc des expositions Paris Nord Villepinte Paris France Registrants Counts : 19,784 If you are interested in acquiring the list, we can provide you the cost and additional details. Each record of the list contains: Contact Name, Email Address, Company Name, URL/Website, Phone No, Title/Designation. I look forward to hearing from you. Thanks &;False;
Premia order w 37;Dear, Liesbeth Here my order for a next week Urmo Kruus Premia Tallinna Külmhoone AS Betooni 4, Tallinn 13816 Tel: +372 6033873 Mob: +372 5148728 urmo.kruus@premia.ee<mailto:urmo.kruus@premia.ee> www.premia.ee<http://www.premia.ee/> [cid:image001.png@01DAFD53.0A4B2260] [Logo Description automatically generated];False;
MEDUAY283098 - docs and SWB;Hello Please find attached the documents and SWB for the container loaded on MSC Fairfield, ETA 11.09.2024. Originals will be sent later today.;False;
PO 2407117_New Order_AGRISTO_French Fries MMPRO_ETA early Nov 2024_HaiPhong;I am currently out of the office and I will be back to work in 05 Sept If you have the urgent case, please contact for help: Ms Thao: phuong-thao.le@mmvietnam.com<mailto:phuong-thao.le@mmvietnam.com> Ms. Diep: diep.ngo-thi-ngoc@mmvietnam.com<mailto:diep.ngo-thi-ngoc@mmvietnam.com> NATIONAL DAY: 31 Aug – 03 Sept;False;
Inspired Global Cuisine Ltd - Purchase Order PO101004;"Please see attached order(s) PO101004 All orders of frozen stock from 12/08 onwards will go to DFDS Deeside; Deeside DFDS Second Avenue Deeside CH5 2NW Please confirm receipt and acceptance and let me know if there are any issues. Regards Andy Andrew Murphy​​​​ Long Term Materials Planner Inspired Global Cuisine Ltd ​ Web: www.Inspiredgc.co.uk <http://www.inspiredgc.co.uk/> Postal address: ​Hammerstone Road, Gorton, ​Manchester, M18 8BW [cid:image500060.png@1899D3CB.1ABC5B03]";False;
Debit Note No. 18056-2097484 for Invoice Number: 0090627241.;Dear Sir/Madam,;False;
Order BCF2401264;Dear Fatima, As discussed this morning order BCF2401264 is planned for 6.09 but still blocked for credit. Is it possible to sent me the financial rapport as soon as possible as well as a I swift for these overdue invoices? Thank you! Heather Dewachter Customer Service Officer Agristo nv P T +32 56 14 17 54 thread::g5XCztkjFOu0RdcIka3iXHQ::;False;
;Dear sir, mrs. thanks for your response and hope you doing well. certainly we are working with catering long time ago from different direction around the world and now i am located in UAE, as i doing the business here i am interest with extending our business and we have our Wherehouse in UAE and we are working with catering services right now and looking for some really good brand to interduce it in uae. we are looking for long terms deal and with at least for starting 2 full container we are planning to making a marketing plan for retails and wholesale companies like carrefour, spar, lulu, city supermarkets, spines, viva supermarkets. regards rami ________________________________ From: Agristo Sales <sales@agristo.com> Sent: Monday, September 2, 2024 3:41 PM To: rami@finpuu.com <rami@finpuu.com> Subject: Thank you for your interest Dear, Thank you for your email and your interest in our company. To evaluate your request, we want to get a better picture of your company. Could you inform us and give some detailed information regarding: * Do you already purchase frozen (potato) products? What is your experience in this field? * If yes, with what brands or companies do you already work? Why do you wish to change? * What volumes of fries per SKU do you do annually? * Do you have your own distribution channel or partners? And warehouses? * Could you provide me some more information concerning your company? * What is your market strategy? Who are your customers? If you have any further questions, please do not hesitate to contact us. With;False;
TMS slot PO 2982872  - loading date 2nd OCT;Hi Chidu, Great, thank you! Hope all is good with you as well. I have adjusted the range in our system. Thank you and;False;
Delivery final artwork files PLUS 2024-04397 | CORR- DV aardappelen 8 sku - Agristo;[https://assets.bettyblocks.com/9c446904fda248a18d7498592fecbcee_fd43c2d304504f658da28b2d30113618/56/plus-logo.png] Delivery final artwork files Project No: 2024-04397 Project Name: CORR- DV aardappelen 8 sku - Agristo Dear Supplier, The project 2024-04397 CORR- DV aardappelen 8 sku - Agristo has been completed. The digital data for your printer can be downloaded by using the link below, together with the link to the Low-resolution PDF(s), which are for your information. 1. Link to HR files Delo - https://transfer.froq.nl/_AcP4swIslkdddR Formipac - https://transfer.froq.nl/_dhPAoxokxkId0R 2. Link to LR files Delo - https://transfer.froq.nl/_xhPtIytlQkddYR Formipac - https://transfer.froq.nl/_ZAPsp0sIYkldhR The data will be available for coming 3 weeks from now on and after that the files will be removed automatically NOTE! The PDF(s) are an example of the high-resolution files and are in no way usable in print! The printer needs to use the files that have been delivered through FTP download link. If applicable, one Epson print of this/these SKU(’s) will be delivered as color reference for your printer. It could happen that the supplier has to make some final changes, after we’ve seen the print proof. Please inform the printer that he should only start the printing process after you gave them the approval.;False;
Wedges 1.5Kg - CPD29;Hi Camila, see attached.;False;
Documents 451356 - BCF2401255;Good afternoon Fatima, Please find attached the documents for order 451356 - BCF2401255.;False;
Sweet Potato - CPD27;Hi Camilla, see attached.;False;
Documents truck 1 September 2024;Hello, Please find attached the documents of truck 1 September.;False;
Order E208311901;Hello,;False;
HC's week 35;Hi Lisa, Please find attached the HC's of week 35 we send to you already. Thank you Bonte Maarten Customer Service Officer Agristo nv P +32 485 134 330 thread::9eigRqUgHCunBET1oa70g3Q::;False;
10 plts Ghana D24-01868 - IO24-01236;Goedemiddag Kirsten, Op de bestelling van William zie ik D24-01838 staan, vandaar de fout waarschijnlijk. Ik pas deze aan naar D24-01868 :). Mvg, Melissa Maekelbergh Customer Service Agristo nv P +32 56 14 17 45 --------------- Forwarded Message ---------------;False;
