Subject;TextBody;Complaint;Complaint_type
Aldi CARDIFF DEL 12/09;OK confirmed.;False;
documents 313803 // PO 11A/24 Tokyo;Service Agristo nv Ridder de Ghellinckstraat 9 8710 Wielsbeke Belgium thread::D8geSeTqE-u-Q7CORJM0SnQ::;False;
Payment advice note from 10.09.2024;Dear Madams or Sirs, please find attached our payment advice note from 10.09.2024.;False;
Kaohsiung Food Show Exhibitor Highlights_Register now to dive into the Asia Pacific Food Market!;Read this email in your browser 訂閱 ／取消訂閱 (Subscribe / Unsubscribe);False;
Documents truck 2 September 2024;Good morning, Attached you can find the documents of truck 2 September. Have a nice day!;False;
WARENDISPOSTIONSVORSCHLAG erstellt am: 07.09.2024 08:44:01   für   NV Agristo;Sehr geehrte Damen und Herren, anbei unser Warendispositionsvorschlag für das Konsignationslager Metro AUT. Kühlhaus Brummer Michael Huber;False;
Open items 09/09;Good morning everyone, Below you will find all open items.;False;
Rejection of invoice 90629285 1208604;;False;
1001467 - Production dates;Good morning Maarten Hope you had a good weekend. Regarding order 1001467, can you please advise the production dates for all the products? The last order our client received was with some very old dates, and they want to be sure this is not happening again, so they asked to know the dates prior to loading. Awaiting your reply.;False;
FED24422 / Documenten;"Hi Ellen, Hierbij in bijlage het gezondheidscertificaat. Mvg, Elynn Elynn Marisse Customer Service Officer Export Agristo nv P +32 472 922 248 --------------- Original Message --------------- From: Agristo Service [service@agristo.com] Sent: 6/09/2024 10:55 To: shipping@fedeco.eu; anton.fechner@fedeco.eu Subject: FED24422 / Documenten Hi Ellen, Documenten in bijlage. Het gezondheidscertificaat volgt. Mvg, Elynn Elynn Marisse Customer Service Officer Export Agristo nv P +32 472 922 248 thread::SueSzvHyFpmvyB930jhQtHQ::";False;
New Aldi POs 09.09;Jeroen Vandroemme Customer Service Officer Export Agristo nv P +32 56 54 10 66 --------------- Forwarded Message --------------- From: Grace Keogh [grace.keogh@orange-and-green.com] Sent: 9/09/2024 07:31 To: service@agristo.com Cc: craig.munro@orange-and-green.com Subject: New Aldi POs 09.09 Hi Jeroen, Please see attached two new Aldi POs DER-602311 MIN-607314 For production numbers of SKU 714104 - there is 1 more PO which contains 5 pallets of the Hashbrown Stars that needs further adjustment before I send it to you. It has the same RDD as the two attached. Any questions, please let me know. Thank you 🙂;False;
Rupture de stock POTATOES AU FOUR U SACHET 1 KG 00188342;Bonjour, Je vois que pour la commande 00188342, nous sommes confrontés à une rupture de stock de 4PAL pour POTATOES AU FOUR U SACHET 1 KG. Ces produits pourront être rechargés chez nous à partir du 11/09. Serait-il possible d'ajuster ou de reporter la commande ? Cordialement, Staf Vantieghem Customer Service Officer Agristo nv P +32 56 14 17 46 thread::fNrkyTKvEFauHXE3lwaG03Q::;False;
Goods ready confirmation of PO 4507014298. Handover date 2024-09-23 00:00:00.;Dear NV Agristo, Please complete the goods ready confirmation regarding PO 4507014298. Pick up address: NL, 5047 SX, Tilburg, Heieinde 10 [https://www.survey-xact.dk/images/uploaded/XHPV87483J32]<https://www.survey-xact.dk/answer?key=R9CKA7MWWQ56> Deadline for your goods ready confirmation: Pick up address in Denmark: Deadline 1 working day prior to handover date before 12.00 PM CET Pick up address outside Denmark: Deadline 2 working days prior to handover date before 2.00 PM CET For questions to goods ready confirmations contact order_ready@coop.dk. If the order contains dangerous goods, the necessay documents and UN number(s) must be sent to the carrier or transport@coop.dk. If any order is not picked up in time/as confirmed in the survey, please contact transport@coop.dk. Thank you for your help! Coop Transport, Goods Ready https://transport.coop.dk/answer?key=R9CKA7MWWQ56;False;
WARENDISPOSTIONSVORSCHLAG erstellt am: 07.09.2024 08:42:53   für   NV Agristo;Sehr geehrte Damen und Herren, anbei unser Warendispositionsvorschlag für das Konsignationslager Metro AUT. Kühlhaus Brummer Michael Huber;False;
Ruptures de stock 00548121;Bonjour, Je vois que pour la commande 00548121, nous sommes confrontés à une rupture de stock de 3PAL pour POTATOES AU FOUR U SACHET 1 KG. Ces produits pourront être rechargés à partir du 11/09. De plus, il y a également une rupture de stock pour les FRITES U BIO SACHET 500G de 1 PAL. Ces produits ne seront disponibles qu'à partir du 30/09 au plus tôt. Serait-il possible d'ajuster ou de reporter la commande ? Cordialement, Staf Vantieghem Customer Service Officer Agristo nv P +32 56 14 17 46 thread::QiOta-0kFz-vi0oxxWJk6XQ::;False;
Betalingspecificatie met referentienummer 001269/09-09-24;Geachte heer/mevrouw, Bijgaand ontvangt u een document van C.I.V. Superunie B.A. ter verdere afhandeling. Indien het document niet juist is geadresseerd gelieve dit aan ons door te geven. Hiervoor kunt u contact opnemen met onze afdeling Administratie, administratie@superunie.nl U kunt deze specificatie ook via EDI krijgen middels een REMADV bericht. Zie hiervoor: http://www.superunie.nl/docs/edi-in-detail.pdf Deze email wordt in een geautomatiseerd proces vervaardigd en u kunt er niet rechtstreeks op beantwoorden. Met vriendelijke groeten, C.I.V. Superunie B.A. Afd. Administratie;False;
LE CL LIMIT CANCEL 6862 CA Leasing & Factoring S.A. 2306200073;;False;
documents 423903 // PO 11A/24 Kobe;Service Agristo nv Ridder de Ghellinckstraat 9 8710 Wielsbeke Belgium thread::HsTIUZbYHzySv4_xNG6bFXQ::;False;
2914966 Tesco Quality Complaint - Spicy Potato Wedges 750g 600943;Hello, We have received a new complaint, please see the below details: Fullers Reference 600943 Customer Reference 2914966 Product Tesco Spicy Potato Wedges 750g Date Code 08/25 Batch Code CO8 24 216 16:07 Complaint Category Quality Complaint Detail One wedge is completely mouldy This is sent for information only. Please add this to your complaint system.;True;Quality
2914966 Tesco Quality Complaint - Spicy Potato Wedges 750g 600943;96 Agristo Agristo | 9/09/2024 Dear, Thank you for informing us about the below issue. Your complaint has been registered in our system as ticket: 00048338. To ensure efficient communication, kindly use this email thread for further correspondence regarding this matter.;True;Quality
Aldi SHEPPEY DEL 13/09;Hi, OK confirmed. Kindregards Marlies De Ketele Customer Experience Officer Agristo nv P +32 56 54 09 63 M +32 472 41 34 87 --------------- Original Message --------------- From: Fullers Foods Sales [sales@fullersfoods.com] Sent: 6/09/2024 17:22 To: service@agristo.com Subject: Aldi SHEPPEY DEL 13/09 Hi, Please see below order for delivery to Aldi : Del.Date Del.Address Fullers Ord.No. ALDI PO Product Code Description Qty Pallets Delivery Time 13/09/2024 ALDI STORES LTD (SHEPPEY) 1052423 138188 COAL156 ALDI ALPHABET LETTERS 16X454G 420 6 501 13/09/2024 ALDI STORES LTD (SHEPPEY) 1052423 138188 COAL143 ALDI WAFFLES 12X680G 600 8 501 13/09/2024 ALDI STORES LTD (SHEPPEY) 1052423 138188 COAL106 ALDI HASH BROWN 12X750G 840 12 501 EDI: 659285 DEL DATE: 13/09/2024 TIME: 5:01AM Please confirm receipt. Cheers, Mel Fullers Foods Sales​​​​ Sales +44 1132 984740 +44 1132 984740 https://fullersfoods.com sales@fullersfoods.com MY EMAIL ADDRESS HAS CHANGED TO @fullersfoods.com 31 Westgate, Leeds, LS1 2RA, United Kingdom Note: This email has been sent from a member of Fullers Foods International Limited and is confidential and intended solely for the use of the individual to whom it is addressed. It may contain confidential, proprietary, or legally privileged information. No confidentiality or privilege is waived or lost by any mistransmission. If you receive this message in error, please immediately delete it and all copies of it from your system, destroy any hard copies of it and notify the sender. You must not directly, or indirectly, use, disclose, distribute, print, or copy any part of this message if you are not the intended recipient. Fullers Foods International Limited reserves the right to monitor all e-mail communications through its networks. Any views expressed in this message are those of the individual sender, except where the message states otherwise and the sender is authorised to state them to be the views of any such entity. Fullers Foods International Limited, Leigh House, 28-32 St Paul’s Street, Leeds West Yorkshire, LS1 2JT, England. Registered in England & Wales. Company Registration number: 00967673. VAT Registration number: GB 172 0451 92. thread::6Chs-qgYGe-TuthezTViCXQ::;False;
Notification of New Purchase Order 3008095;Dear Sir or Madam, Attached please find new purchase order 3008095. If you have any questions, please do not hesitate to contact me by phone or by e-mail.;False;
order 802096014;Goeiemorgen, Is deze reeds geleverd? Mvg, Staf Vantieghem Customer Service Officer Agristo nv P +32 56 14 17 46 --------------- Original Message ---------------;False;
FED24026 / Documenten;Hi Ellen, Documenten in bijlage ter goedkeuring. Mvg, Elynn Elynn Marisse Customer Service Officer Export Agristo nv P +32 472 922 248 thread::sqeiAVzZGyS-08cqg99dxHQ::;False;
Waitrose Honey Parsnip;Hello, I received the print proof from Waitrose studio for Honey Parsnip, please let me know if this should be sent to your printer directly or you would like to receive it? Please send me the address and contact person and I will post it today.;False;
Payment Advice Note from 09.09.2024;;False;
Issues in french fries to Iraq;Goodmorning, I shared a movie with Moustafa about our first load to Iraq. Order D24-01327. Lotcode: G042417623:05. Production date: 24-06 Can you please check the production run? Thank you!;True;Quality
Issues in french fries to Iraq;96 Agristo Agristo | 9/09/2024 Dear, Thank you for informing us about the below issue. Your complaint has been registered in our system as ticket: 00048334. To ensure efficient communication, kindly use this email thread for further correspondence regarding this matter.;True;Quality
314986;Hoi Jurgen, Momenteel hebben we 5160 dozen in stock. Ik tel 4 volledige containers (2 op 62865 + 2 op 62869 Banfer én nog een extra palletje op 62869) als orders hierop. Thx Bonte Maarten Customer Service Officer Agristo nv P +32 485 134 330 --------------- Original Message --------------- From: Jurgen Nijboer [jurgen.nijboer@mondialfoods.nl] Sent: 6/09/2024 16:23 To: service@agristo.com Subject: 314986 Hallo Maarten, Kan je kijken hoeveel voorraad er nu op voor de item 314986? ​;False;
HC's week 36;Dear sender, Please note I'm out of office this morning. Mails will be read with delay, no need to resend.;False;
NCAS109;Hi, they should have arrived this morning at 04h.;False;
new order 4520001611;Hello, Could you please check is the following order ready to be loaded. 4520001611 Thanks From: Zvjezdana Filipović Sent: Wednesday, September 4, 2024 1:58 PM;False;
stock rapport - Iglo 09.09.2024;Hoi Marleen, in bijlage het stock overzicht voor Iglo. Mvg, Marlies Marlies De Ketele Customer Experience Officer Agristo nv P +32 56 54 09 63 M +32 472 41 34 87 thread::WO0og6r0FQ6zTOTeOzdmHnQ::;False;
Payment Advice Note from 09.09.2024;;False;
Havita / Payment;Hi, Kan iemand mij laten weten of het geld ondertussen al op rekening staat aub? Klant Havita 8759. Ik zou de originele documenten moeten versturen wanneer het geld op rekening staat. [cid:image001.png@01DB029F.B2CFA590] Bedankt! Mvg, Elynn [cid:image002.png@01DB029F.B2CFA590] Elynn​​​​ Marisse Customer Service Officer Export T +32 56 54 11 54<tel:+32%2056%2054%2011%2054> • M +32 472 92 22 48<tel:+32%20472%2092%2022%2048> Ridder de Ghellinckstraat 9 • 8710 Wielsbeke • Belgium • www.agristo.com<https://eu.content.exclaimer.net?url=https%3A%2F%2Fwww.agristo.com%2F&tenantid=R5mU58TWEe6F-gAiSH-K5g&templateid=443634af22d2ee1185fa0022487f8ae6&excomponentid=E_Xg2xpZEE7COvcAHBDP1EjLNrmijgfYCtnikvl0Y9o&excomponenttype=Link&signature=iFzMwqF297Gnrm9dssB9y6ZrUX6ui-gbIW3mmKrmZFU0fKOdCY7CBRtJiGe_Spn4dNtCSo7Dz3SqIjt40FOTSKqvA4CSyfr_2rdEcKiywYfk52eQDa3TP0yee1aLPqWhlT2-VWyiSjlwfPeFC2XwjArwx6eH8DXqSxKsPDk9zRTDisnzduRzC5ojXNfUDKcsXK30zIlw0nO2bRD_7benWToceZV3s_7YbFbU3vGih3dwe7J_ewazTQT4GtDl-pg3BF4NpNhrrDUxkkXgyyy9lKCK6ZoEagBoNlU-jxW4a96QCUEXG9ZPC0VjWmDRcOTQgLwZs2UYlVAA1eRt3wY-fw&v=1> [Staying true to the values our fathers championed]<https://eu.content.exclaimer.net/?url=https%3A%2F%2Fagristo.com%2Four-story%3Futm_source%3Dsignature%26utm_medium%3Demail%26utm_campaign%3Dour_story&tenantid=R5mU58TWEe6F-gAiSH-K5g&templateid=443634af22d2ee1185fa0022487f8ae6&excomponentid=ySafZFzlR6_EJGL2oWfcW6zkUWvCxReXT-S7plR3a4w&excomponenttype=Image&signature=IqF3m22dreS2J4Tnc7zfXnPfLHn3ii-xiDw20KTLUJftzwA7YGC5wkp9SLEdmGH_HHEf3rSR9MKcdyEQeQMdK0ZAsDy9P92t6x_QIqRRXVp74v5DAAcZ0dv7_Js8c9jGXjIpuXJNB4nt2rziH-4g6mSHbexBlYRQ_yxBy8sE6QL4K0n2xq6qTrYTNvyJ26DHeX91lNiS5nubCel_DwmoE7cmiXwYepg7JcV3hHyjKHzy_E1WAASs3_H8DgLm5APR6S3dDzPmc8zKt2-MD8KdcrBowgO7qDJ42avmswQUKDfdIVJgVQzVjjDhY92zT0NsxRQhVJ812DAjHICs8YE2vw&v=1>;False;
About consulting your company's procurement cooperation in China;Dear Sophie Sirku, Our company through 2024SIAL Shanghai International Food Exhibition GO FOR GOLD activity information search your company's contact information. Our company is located in Guangdong Province, China, and mainly provides product sales services for some cinemas in the area. To know about your French fries, we would like to know if your company has an agent in China. We would like to try the related products and the subsequent procurement matters. With regards DONGGUAN LINGYU TRADING COMPANY LTD. Purchasing manager： Gavin;False;
Facturas vencidas;Hola Zoe, Voy de viaje con el coche, a la tarde/noche en el hotel me lo miro! Saludos, David Soto Rosell;False;
Stock Overview - Aldi 09.09.2024;Hi, attached you find the Aldi UK stock. Please note we are currently packing waffles and keeping a close eye on the orders including these waffles. Can you please send me the stock overview for Fullers?;False;
New order from Metro Romania;Hi Evelien, Attached you may find a new order from Metro Romania. Please confirm it's loading on September 19th and send me the reference number. Thank you!;False;
Aldi BOLTON DEL 15/09;Hi, OK confirmed.;False;
Label approval - Sidewinder® Fries;Good morning Zoeb, hope you are doing fine? As we are finalizing our data for the first production, we are sending you the labels for your approval on the Sidewinder® Fries. The labels will be printed during production onto the bag or label will be added to the carton box. Could you please check if the below labels would suit you? Or please advise if additional infromation should be added? Expiry period is 24 months, calculated from the production date. BAG -2.25kg OUTER CASE - 4 x 2.25kg We are scheduling the first production for these Sidewinder® Fries to take place in W39, within 2 weeks. So we would be happy to receive your feedback/approval asap.;False;
PO 2407117_New Order_AGRISTO_French Fries MMPRO_ETA early Nov 2024_HaiPhong;Dear anh chị, Thank you for your email. I am currently attending a training program and will not be able to respond immediately. I will return on 14 Sep 2024. Please contact my team via email: mmvn.scm.promotion@mmvietnam.com<mailto:mmvn.scm.promotion@mmvietnam.com>: đơn hàng của các ctrình KM mmvn.scm.import@mmvietnam.com<mailto:mmvn.scm.import@mmvietnam.com>: hàng importmmvn.scm.mmlink@mmvietnam.com<mailto:mmvn.scm.mmlink@mmvietnam.com>: MM Portal mmvn.scm.cop@mmvietnam.com<mailto:mmvn.scm.cop@mmvietnam.com>: manual order và HVS order-desk@mmvietnam.com<mailto:order-desk@mmvietnam.com>: gia hạn, giải đáp thắc mắc về đơn hàng scm.collaboration@mmvietnam.com<mailto:scm.collaboration@mmvietnam.com>: giải đáp thắc mắc về các khoản phạt;False;
Afboeken overpayments Sofrost / Frodis;Goeiemorgen Zouden onderstaande lijnen afgeboekt kunnen worden ajb? Zijn overpayments die al meer dan 2j openstaan van klanten die al lang niets meer besteld hebben. Ik ga na bij sales of ze na afboeken van deze bedragen op block mogen staan. 5198 – Sofrost [cid:image002.png@01DB02A7.11D187A0] 2234 – Frodis [cid:image003.png@01DB02A7.11D187A0] Groeten, [cid:image001.png@01DB02A6.AEA9C570] Lauren​​​​ De Baets Customer Service Officer T +32 56 54 11 52<tel:+32%2056%2054%2011%2052> • M +32 470 17 01 13<tel:+32%20470%2017%2001%2013> Ridder de Ghellinckstraat 9 • 8710 Wielsbeke • Belgium • www.agristo.com<https://eu.content.exclaimer.net?url=https%3A%2F%2Fwww.agristo.com%2F&tenantid=R5mU58TWEe6F-gAiSH-K5g&templateid=443634af22d2ee1185fa0022487f8ae6&excomponentid=E_Xg2xpZEE7COvcAHBDP1EjLNrmijgfYCtnikvl0Y9o&excomponenttype=Link&signature=iFzMwqF297Gnrm9dssB9y6ZrUX6ui-gbIW3mmKrmZFU0fKOdCY7CBRtJiGe_Spn4dNtCSo7Dz3SqIjt40FOTSKqvA4CSyfr_2rdEcKiywYfk52eQDa3TP0yee1aLPqWhlT2-VWyiSjlwfPeFC2XwjArwx6eH8DXqSxKsPDk9zRTDisnzduRzC5ojXNfUDKcsXK30zIlw0nO2bRD_7benWToceZV3s_7YbFbU3vGih3dwe7J_ewazTQT4GtDl-pg3BF4NpNhrrDUxkkXgyyy9lKCK6ZoEagBoNlU-jxW4a96QCUEXG9ZPC0VjWmDRcOTQgLwZs2UYlVAA1eRt3wY-fw&v=1> [Staying true to the values our fathers championed]<https://eu.content.exclaimer.net/?url=https%3A%2F%2Fagristo.com%2Four-story%3Futm_source%3Dsignature%26utm_medium%3Demail%26utm_campaign%3Dour_story&tenantid=R5mU58TWEe6F-gAiSH-K5g&templateid=443634af22d2ee1185fa0022487f8ae6&excomponentid=ySafZFzlR6_EJGL2oWfcW6zkUWvCxReXT-S7plR3a4w&excomponenttype=Image&signature=IqF3m22dreS2J4Tnc7zfXnPfLHn3ii-xiDw20KTLUJftzwA7YGC5wkp9SLEdmGH_HHEf3rSR9MKcdyEQeQMdK0ZAsDy9P92t6x_QIqRRXVp74v5DAAcZ0dv7_Js8c9jGXjIpuXJNB4nt2rziH-4g6mSHbexBlYRQ_yxBy8sE6QL4K0n2xq6qTrYTNvyJ26DHeX91lNiS5nubCel_DwmoE7cmiXwYepg7JcV3hHyjKHzy_E1WAASs3_H8DgLm5APR6S3dDzPmc8zKt2-MD8KdcrBowgO7qDJ42avmswQUKDfdIVJgVQzVjjDhY92zT0NsxRQhVJ812DAjHICs8YE2vw&v=1>;False;
Increase Your ROI at SIAL 2024 with Dékuple;Dear AGRISTO nv Team, As you prepare for the SIAL in Paris this October, consider how Dékuple can elevate your brand and increase your ROI. We specialize in organizing exclusive side events: lunches, dinners, and receptions at premium restaurants or private venues. Do you want to meet the right partners or clients? -Share your ideal persona with us, and we’ll handle the invitation process. -We take care of all event details so you can focus on showcasing your company. Do you plan to present new products or innovations to press, partners, or clients in a private setting？ -We can privatize venues and organize a complete reception tailored to needs. -Provide us with a list of expected invitees, and we’ll manage the rest. Ready to make a significant impact at SIAL 2024 in Paris? Let’s connect. For more information, visit www.dekuple.com or reach out to us at contact@dekuple.cn.;False;
Vervallen facturen Farm Frites;Absent from 23-08 up to and including 13-09. Your email will not be read. For urgent matters please contact Bryan Helderop or Steven Jasperse The information in this email is confidential and may be legally privileged. If you are not the intended recipient, please notify the sender and delete the email and its full content from any computer. As this email may contain confidential information, any use, disclosure, retransmission or any other dissemination of its content is prohibited. For information about Farm Frites, direct your browser to www.farmfrites.com.;False;
Free Sale Colombia - Ritchie, Capitaine en Mondelle;Bon tardi, Kunnen jullie mij ook helpen met de Free Sale certificates voor Colombia? Hier moet het merk wel vernoemd worden. Gaarne voor Ritchie, Capitaine en Mondelle. 3 aparte dus. Zie de draft graag tegemoet. Ik wacht op antwoord voor de andere FSC. Kom hier z.s.m. op terug. Plezant weekend!! ​;False;
Loading plan on the 9/9;Good morning, 11.09 - loading PO#432 12.09 - loading PO#428 12.09 - loading PO#425;False;
Pre acceptance inspection application X.15.149658 & A0524BE1500344 & 2014 AGR 1743 SR4356;Dear AGRISTO NV team, We thank you for your application. We have checked accordingly and pre accepted your application of inspection. Our LS number is: A0524BE1500344 Kindly refer to this file number for any future correspondence. Our planning department will now check the requested dates of loading / inspection and will revert with either confirmation or a request for change of (loading) date(s). Should you require any support, kindly contact us on below email address and/or phone number.;False;
Aldi BOLTON DEL 13/09;Hi, OK confirmed.;False;
GIB QAP Report Week 06 - Extra Crispy Crinkle Cut Oven Chips 1st Production;Hi All, Please see attached for Week 06 GIB QAP report completed on the 1st production of Extra Crispy Crinkle Cut Oven Chips 800g. Major Actions noted: * Too many defects - 3 Major defects. * Too many defects - 15 Medium defects. * Too many defects on Cooked product I have also included a tracker for QAP'S completed. Can you please fill in feedback on QAP results going forward so that we can track scores. Many Thanks,;True;Quality
GIB QAP Report Week 06 - Extra Crispy Crinkle Cut Oven Chips 1st Production;96 Agristo Agristo | 9/09/2024 Dear, Thank you for informing us about the below issue. Your complaint has been registered in our system as ticket: 00048350. To ensure efficient communication, kindly use this email thread for further correspondence regarding this matter.;True;Quality
FED24017 / Documenten;Hi Ellen, Documenten in bijlage ter goedkeuring. Het gezondheidscertificaat volgt. Mvg, Elynn Elynn Marisse Customer Service Officer Export Agristo nv P +32 472 922 248 thread::QhHydYn5E8GUUGh_zD1Ir3Q::;False;
Attendee List of Conxemar;Hi, Hope you are doing well! We are following up to confirm if you are interested in acquiring the Visitors/Attendees List. Events Name: Conxemar 2024 Date: 01 - 03 Oct 2024 Location: Instituto Feiral de Vigo (IFEVI), Vigo, Spain Counts: 18,361 If you are interested in acquiring the list, we can Send you the Discounted cost and additional details. List Includes: Contact Name, Email Address, Company Name, URL/Website, Phone No, Title/Designation. Awaiting your reply. Thanks &;False;
Eindjaarsluiting 2024 - 16194 IGLO BELGIUM SA;Hallo, Kunnen jullie onderstaand mail van colruyt eens bekijken en mij laten weten of ik iets moet doorgeven? Alvast bedankt Grtjs. Els Els Van Der Straeten Logistics Officer [cid:Nomad_Foods_LOGORGB-Resized93high_dff506c2-0e22-47e4-abd7-1a687e84ad2d.jpg] [X] Iglo Belgium NV Techno Centre - Building C | Humaniteitslaan 235 | 1620 Drogenbos | Brussel BTW BE 0884.248.931 | RPR Brussel Phone: +32 23529254<tel:+32%2023529254> Mobile: +32 (0)23529254<tel:+32%20(0)23529254> Fax: +32 (0)2 352 9289;False;
Aldi SHEPPEY DEL 16/09;Hi, OK confirmed.;False;
Aldi CARDIFF DEL 13/09;Hi, OK confirmed.;False;
NOUVELLE COMMANDE INTERMART GEL 1016326 OA1028224;"Service Agristo nv Ridder de Ghellinckstraat 9 8710 Wielsbeke Belgium --------------- Forwarded Message --------------- From: Christelle EMERY [christelle.emery@mousquetaires.com] Sent: 6/09/2024 16:28 To: evelyn.declercq@agristo.com; service@agristo.com Cc: camille.cadro@mousquetaires.com Subject: NOUVELLE COMMANDE INTERMART GEL 1016326 OA1028224 Bonjour, Veuillez trouver ci joint une nouvelle commande INTERMART à destination de Maurice. Date de chargement souhaité : 11 octobre 2024 TYpe de chargement souhaité : 40 REEFER Dans l'attente de votre proforma et date de chargement souhaité. Cordialement, Christelle EMERY TEAM LEADER ADV 1, route de la Croix Moriau ""Parc de Kerquessaud"" - 44350 Guérande T : 02 44 07 39 41 En télétravail les Mardis, privilégiez les emails svp Site web | Facebook | Twitter ----------------------------- Disclaimer ------------------------------ --- Ce message ainsi que les éventuelles pièces jointes constituent une correspondance privée et confidentielle à l'attention exclusive du destinataire désigné ci-dessus. Si vous n'êtes pas le destinataire du présent message ou une personne susceptible de pouvoir le lui délivrer, il vous est signifié que toute divulgation, distribution ou copie, totale ou partielle, sur un quelconque support de cette transmission est strictement interdite. Si vous avez recu ce message par erreur, nous vous remercions d'en informer l'expéditeur par téléphone ou de lui retourner le présent message, puis d'effacer immédiatement ce message de votre systeme. Tout message électronique est susceptible d'altération. Le ""groupement des Mousquetaires"" décline toute responsabilité au titre de ce message s'il a été altéré, déformé ou falsifié.--- --- This e-mail and any attachments is a confidential correspondence intended only for use of the individual or entity named above. If you are not the intended recipient or the agent responsible for delivering the message to the intended recipient, you are hereby notified that any disclosure, distribution or copying, either whole or partial, in any medium of this communication is strictly prohibited. If you have received this communication by mistake, please notify the sender by phone or by replying this message, and then delete this message from your system. E-mails are susceptible of alteration. The ""Mousquetaires' group"" shall not therefore be liable for the message if altered, changed or falsified.--- ----------------------------------------------------------------------- thread::CoIvj0n_GPWd0zZQUaD4GXQ::";False;
Rupture de stock POTATOES AU FOUR U SACHET 1 KG 00188342;Bonjour, Je vois également qu'il y a 3 commandes avec la même date de livraison, serait-il possible de les ajouter ou de les ajuster à 1 ou 2 camions complets ? Cordialement, Staf Vantieghem Customer Service Officer Agristo nv P +32 56 14 17 46 --------------- Original Message --------------- From: Agristo Service [service@agristo.com] Sent: 9/09/2024 09:14 To: thomas.vazel@cooperative-u.fr Subject: Rupture de stock POTATOES AU FOUR U SACHET 1 KG 00188342 Bonjour, Je vois que pour la commande 00188342, nous sommes confrontés à une rupture de stock de 4PAL pour POTATOES AU FOUR U SACHET 1 KG. Ces produits pourront être rechargés chez nous à partir du 11/09. Serait-il possible d'ajuster ou de reporter la commande ? Cordialement, Staf Vantieghem Customer Service Officer Agristo nv P +32 56 14 17 46 thread::fNrkyTKvEFauHXE3lwaG03Q::;False;
72289766 Nomexy;"Bonjour, Le camion qui avait RDV à 06h00 à Nomexy ne s'est toujours pas présenté. Qu'en est-il svp ? va-t-il se présenter ce jour ? Merci de votre retour rapide Cordialement [cid:image001.png@01DB02A2.19A78C90]<https://urls.fr/QaMatc> ----------------------------- Disclaimer ------------------------------ --- Ce message ainsi que les éventuelles pièces jointes constituent une correspondance privée et confidentielle à l'attention exclusive du destinataire désigné ci-dessus. Si vous n'êtes pas le destinataire du présent message ou une personne susceptible de pouvoir le lui délivrer, il vous est signifié que toute divulgation, distribution ou copie, totale ou partielle, sur un quelconque support de cette transmission est strictement interdite. Si vous avez recu ce message par erreur, nous vous remercions d'en informer l'expéditeur par téléphone ou de lui retourner le présent message, puis d'effacer immédiatement ce message de votre systeme. Tout message électronique est susceptible d'altération. Le ""groupement des Mousquetaires"" décline toute responsabilité au titre de ce message s'il a été altéré, déformé ou falsifié.--- --- This e-mail and any attachments is a confidential correspondence intended only for use of the individual or entity named above. If you are not the intended recipient or the agent responsible for delivering the message to the intended recipient, you are hereby notified that any disclosure, distribution or copying, either whole or partial, in any medium of this communication is strictly prohibited. If you have received this communication by mistake, please notify the sender by phone or by replying this message, and then delete this message from your system. E-mails are susceptible of alteration. The ""Mousquetaires' group"" shall not therefore be liable for the message if altered, changed or falsified.--- -----------------------------------------------------------------------";False;
TR:;Bonjour Nansifou, Cordialement, Staf Vantieghem Customer Service Officer Agristo nv P +32 56 14 17 46 --------------- Original Message --------------- From: Nansifou Gbadamassi [nansifou@saglam-france.fr] Sent: 6/09/2024 18:26 To: service@agristo.com Subject: TR: De : Nansifou Gbadamassi Envoyé : vendredi 6 septembre 2024 18:05 À : AW Expeditie <AW_Expeditie@agristo.com> Objet : Bonjour, Merci d'ouvrir les créneaux de chargement de ces 2 commandes pour le mercredi 11/09 à 12h (midi) svp. Restant à votre disposition. Bien cordialement, SAGLAM DISTRIBUTION Nansifou GBADAMASSI DIRECTEUR DU DEPOT Téléphone : 02.43.04.48.89 E-mail : nansifou@saglam-france.fr ZA des Avaloirs 53140 Pré en Pail FRANCE www.saglam-france.fr thread::7WiZ6mYZHyaseiXIsiBaz3Q::;False;
Date change PUR976224;Good Morning Praga, No problem, that’s been done for you 😊;False;
Purchase order 1001781 + 1001782;Hello, See attached new orders 😊 Thank you! Med venlig hilsen /;False;
Vervallen facturen Farm Frites;I am out of office until September 30. For urgent questions, please contact my colleague Arno Hoogendoorn arnohoogendoorn@farmfrites.com, Malva Godoy malvagodoy@farmfrites.com The information in this email is confidential and may be legally privileged. If you are not the intended recipient, please notify the sender and delete the email and its full content from any computer. As this email may contain confidential information, any use, disclosure, retransmission or any other dissemination of its content is prohibited. For information about Farm Frites, direct your browser to www.farmfrites.com.;False;
Aldi SAWLEY DEL 13/09;Hi, OK confirmed.;False;
Introduction — ICECO Trade;Good day, I’m wondering maybe you had a time to check my email? Pagarbiai /;False;
